Long,Lat
126.3138035,33.305549
126.3138029,33.3055493
126.3138023,33.3055497
126.3138018,33.3055499
126.3138012,33.3055502
126.3138005,33.3055505
126.3137998,33.3055509
126.3137992,33.3055513
126.3137985,33.3055516
126.3137979,33.3055519
126.3137973,33.3055523
126.3137965,33.3055527
126.3137959,33.3055531
126.3137953,33.3055534
126.3137946,33.3055538
126.313794,33.3055542
126.3137932,33.3055546
126.3137927,33.3055551
126.313792,33.3055555
126.3137912,33.3055559
126.3137905,33.3055563
126.31379,33.3055568
126.3137891,33.3055573
126.3137883,33.3055579
126.3137876,33.3055584
126.3137868,33.3055588
126.3137859,33.3055595
126.3137851,33.3055599
126.313784,33.3055603
126.3137829,33.3055608
126.313782,33.3055612
126.313781,33.3055617
126.3137799,33.3055621
126.3137788,33.3055626
126.3137778,33.3055632
126.3137768,33.3055636
126.3137758,33.3055641
126.3137747,33.3055645
126.3137737,33.305565
126.3137726,33.3055654
126.3137715,33.3055659
126.3137705,33.3055663
126.3137694,33.3055667
126.3137684,33.3055671
126.3137672,33.3055674
126.313766,33.3055679
126.3137649,33.3055683
126.3137637,33.3055685
126.3137625,33.3055688
126.3137615,33.3055693
126.3137604,33.3055696
126.3137592,33.3055699
126.3137581,33.3055703
126.313757,33.3055707
